"","country","year","iso_code","population","gdp","biofuel_cons_change_pct","biofuel_cons_change_twh","biofuel_cons_per_capita","biofuel_consumption","biofuel_elec_per_capita","biofuel_electricity","biofuel_share_elec","biofuel_share_energy","carbon_intensity_elec","coal_cons_change_pct","coal_cons_change_twh","coal_cons_per_capita","coal_consumption","coal_elec_per_capita","coal_electricity","coal_prod_change_pct","coal_prod_change_twh","coal_prod_per_capita","coal_production","coal_share_elec","coal_share_energy","electricity_demand","electricity_demand_per_capita","electricity_generation","electricity_share_energy","energy_cons_change_pct","energy_cons_change_twh","energy_per_capita","energy_per_gdp","fossil_cons_change_pct","fossil_cons_change_twh","fossil_elec_per_capita","fossil_electricity","fossil_energy_per_capita","fossil_fuel_consumption","fossil_share_elec","fossil_share_energy","gas_cons_change_pct","gas_cons_change_twh","gas_consumption","gas_elec_per_capita","gas_electricity","gas_energy_per_capita","gas_prod_change_pct","gas_prod_change_twh","gas_prod_per_capita","gas_production","gas_share_elec","gas_share_energy","greenhouse_gas_emissions","hydro_cons_change_pct","hydro_cons_change_twh","hydro_consumption","hydro_elec_per_capita","hydro_electricity","hydro_energy_per_capita","hydro_share_elec","hydro_share_energy","low_carbon_cons_change_pct","low_carbon_cons_change_twh","low_carbon_consumption","low_carbon_elec_per_capita","low_carbon_electricity","low_carbon_energy_per_capita","low_carbon_share_elec","low_carbon_share_energy","net_elec_imports","net_elec_imports_share_demand","nuclear_cons_change_pct","nuclear_cons_change_twh","nuclear_consumption","nuclear_elec_per_capita","nuclear_electricity","nuclear_energy_per_capita","nuclear_share_elec","nuclear_share_energy","oil_cons_change_pct","oil_cons_change_twh","oil_consumption","oil_elec_per_capita","oil_electricity","oil_energy_per_capita","oil_prod_change_pct","oil_prod_change_twh","oil_prod_per_capita","oil_production","oil_share_elec","oil_share_energy","other_renewable_consumption","other_renewable_electricity","other_renewable_exc_biofuel_electricity","other_renewables_cons_change_pct","other_renewables_cons_change_twh","other_renewables_elec_per_capita","other_renewables_elec_per_capita_exc_biofuel","other_renewables_energy_per_capita","other_renewables_share_elec","other_renewables_share_elec_exc_biofuel","other_renewables_share_energy","per_capita_electricity","primary_energy_consumption","renewables_cons_change_pct","renewables_cons_change_twh","renewables_consumption","renewables_elec_per_capita","renewables_electricity","renewables_energy_per_capita","renewables_share_elec","renewables_share_energy","solar_cons_change_pct","solar_cons_change_twh","solar_consumption","solar_elec_per_capita","solar_electricity","solar_energy_per_capita","solar_share_elec","solar_share_energy","wind_cons_change_pct","wind_cons_change_twh","wind_consumption","wind_elec_per_capita","wind_electricity","wind_energy_per_capita","wind_share_elec","wind_share_energy","country_standard","country_standard_2023"
"2579","Benin",2004,"BEN",8159045,14599811072,NA,NA,NA,NA,0,0,0,NA,625,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0.66,80.892,0.08,NA,5.531,0.574,1342.918,0.75,NA,NA,9.805,0.08,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.05,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.58,87.879,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,9.805,0.08,NA,-100,-0.263,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,9.805,10.957,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2580","Benin",2005,"BEN",8426103,14703565824,NA,NA,NA,NA,0,0,0,NA,636.364,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0.71,84.262,0.11,NA,-6.125,-0.671,1220.712,0.7,NA,NA,13.055,0.11,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.07,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.6,84.507,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,13.055,0.11,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,13.055,10.286,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2581","Benin",2006,"BEN",8693194,15130030080,NA,NA,NA,NA,0,0,0,NA,666.667,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0.74,85.124,0.15,NA,36.674,3.772,1617.137,0.929,NA,NA,17.255,0.15,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.1,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.59,79.73,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.255,0.15,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,17.255,14.058,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2582","Benin",2007,"BEN",8953918,15874980864,NA,NA,NA,NA,0,0,0,NA,636.364,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0.8,89.346,0.22,NA,18.057,2.538,1853.547,1.045,NA,NA,24.57,0.22,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.14,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.58,72.5,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,24.57,0.22,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,24.57,16.597,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2583","Benin",2008,"BEN",9228420,16519714816,NA,NA,NA,NA,0,0,0,NA,652.174,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0.89,96.441,0.23,NA,2.266,0.376,1839.169,1.027,NA,NA,24.923,0.23,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.15,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.66,74.157,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,24.923,0.23,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,24.923,16.973,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2584","Benin",2009,"BEN",9509380,16780075008,NA,NA,NA,NA,0,0,0,NA,692.308,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1,105.159,0.13,NA,11.022,1.871,1981.551,1.123,NA,NA,13.671,0.13,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.09,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.87,87,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,13.671,0.13,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,13.671,18.843,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2585","Benin",2010,"BEN",9797446,17023196160,NA,NA,NA,NA,0,0,0,NA,636.364,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.05,107.171,0.11,NA,14.309,2.696,2198.494,1.265,NA,NA,11.227,0.11,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.07,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0.94,89.524,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,11.227,0.11,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,11.227,21.54,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2586","Benin",2011,"BEN",10093579,17416239104,NA,NA,NA,NA,0,0,0,NA,700,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.1,108.98,0.1,NA,-6.515,-1.403,1994.964,1.156,NA,NA,9.907,0.1,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.07,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1,90.909,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,9.907,0.1,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,9.907,20.136,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2587","Benin",2012,"BEN",10397614,18305935360,NA,NA,NA,NA,0,0,0,NA,600,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.12,107.717,0.05,NA,-5.183,-1.044,1836.263,1.043,NA,NA,4.809,0.05,NA,NA,100,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,0.03,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.07,95.536,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,4.809,0.05,NA,NA,0,0,0,100,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,4.809,19.093,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2588","Benin",2013,"BEN",10708774,19651418112,NA,NA,NA,NA,0,0,0,NA,615.385,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.22,113.925,0.13,NA,2.055,0.392,1819.552,0.992,NA,NA,12.14,0.13,NA,NA,100,NA,NA,NA,NA,3.735,0.04,NA,NA,0,0,0,30.769,NA,0.08,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.09,89.344,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,8.404,0.09,NA,NA,0,0,0,69.231,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,12.14,19.485,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2589","Benin",2014,"BEN",11029964,21043177472,NA,NA,NA,NA,0,0,0,NA,647.059,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.41,127.834,0.34,NA,6.373,1.242,1879.157,0.985,NA,NA,30.825,0.34,NA,NA,100,NA,NA,NA,NA,9.066,0.1,NA,NA,0,0,0,29.412,NA,0.22,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.07,75.887,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,21.759,0.24,NA,NA,0,0,0,70.588,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,30.825,20.727,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2590","Benin",2015,"BEN",11360628,22279708672,NA,NA,NA,NA,0,0,0,NA,625,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.37,120.592,0.32,NA,9.847,2.041,2004.121,1.022,NA,NA,28.167,0.32,NA,NA,100,NA,NA,NA,NA,9.683,0.11,NA,NA,0,0,0,34.375,NA,0.2,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.05,76.642,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,18.485,0.21,NA,NA,0,0,0,65.625,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,28.167,22.768,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2591","Benin",2016,"BEN",11697798,23134705664,NA,NA,NA,NA,0,0,0,NA,666.667,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,1.36,116.261,0.27,NA,21.933,4.994,2373.24,1.2,NA,NA,23.081,0.27,NA,NA,100,NA,NA,NA,NA,0.855,0.01,NA,NA,0,0,0,3.704,NA,0.18,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.09,80.147,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,22.226,0.26,NA,NA,0,0,0,96.296,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,23.081,27.762,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2592","Benin",2017,"BEN",12039735,24568274944,NA,NA,NA,NA,0,0,0,NA,625,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.43,118.773,0.32,NA,6.075,1.687,2445.92,1.199,NA,NA,26.579,0.32,NA,NA,100,NA,NA,NA,NA,11.628,0.14,NA,NA,NA,NA,NA,43.75,NA,0.2,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.11,77.622,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,14.95,0.18,NA,NA,NA,NA,NA,56.25,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,26.579,29.448,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2593","Benin",2018,"BEN",12383302,26346545152,NA,NA,NA,NA,0,0,0,NA,631.579,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.48,119.516,0.19,NA,10.029,2.953,2616.551,1.23,NA,NA,15.343,0.19,NA,NA,100,NA,NA,NA,NA,4.845,0.06,NA,NA,NA,NA,NA,31.579,NA,0.12,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,1.29,87.162,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,10.498,0.13,NA,NA,NA,NA,NA,68.421,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,15.343,32.402,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2594","Benin",2019,"BEN",12726713,28155410432,NA,NA,NA,NA,0,0,0,NA,611.111,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.63,128.077,0.54,NA,-6.845,-2.218,2371.685,1.072,NA,NA,41.645,0.53,NA,NA,98.148,NA,NA,NA,NA,25.144,0.32,NA,NA,NA,NA,NA,59.259,NA,0.33,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0.786,0.01,NA,1.852,NA,1.09,66.871,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,16.501,0.21,NA,NA,NA,NA,NA,38.889,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,42.43,30.184,NA,NA,NA,0.786,0.01,NA,1.852,NA,NA,NA,NA,0.786,0.01,NA,1.852,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2595","Benin",2020,"BEN",13070131,29239040000,NA,NA,NA,NA,0,0,0,NA,595.96,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.63,124.712,0.99,NA,5.101,1.54,2427.176,1.085,NA,NA,74.98,0.98,NA,NA,98.99,NA,NA,NA,NA,57.383,0.75,NA,NA,NA,NA,NA,75.758,NA,0.59,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0.765,0.01,NA,1.01,NA,0.64,39.264,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.597,0.23,NA,NA,NA,NA,NA,23.232,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,75.745,31.724,NA,NA,NA,0.765,0.01,NA,1.01,NA,NA,NA,NA,0.765,0.01,NA,1.01,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2596","Benin",2021,"BEN",13413371,31331233792,NA,NA,NA,NA,0,0,0,NA,584.071,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.82,135.686,1.13,NA,-22.323,-7.082,1837.109,0.786,NA,NA,82.753,1.11,NA,NA,98.23,NA,NA,NA,NA,66.352,0.89,NA,NA,NA,NA,NA,78.761,NA,0.66,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,1.491,0.02,NA,1.77,NA,0.69,37.912,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,16.402,0.22,NA,NA,NA,NA,NA,19.469,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,84.244,24.642,NA,NA,NA,1.491,0.02,NA,1.77,NA,NA,NA,NA,1.491,0.02,NA,1.77,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2597","Benin",2022,"BEN",13759458,33290362880,NA,NA,NA,NA,0,0,0,NA,595.96,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.82,132.273,0.99,NA,2.816,0.694,1841.336,0.761,NA,NA,70.497,0.97,NA,NA,97.98,NA,NA,NA,NA,53.054,0.73,NA,NA,NA,NA,NA,73.737,NA,0.59,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,1.454,0.02,NA,2.02,NA,0.83,45.604,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.443,0.24,NA,NA,NA,NA,NA,24.242,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,71.951,25.336,NA,NA,NA,1.454,0.02,NA,2.02,NA,NA,NA,NA,1.454,0.02,NA,2.02,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2598","Benin",2023,"BEN",14110987,14390709095,NA,NA,NA,NA,0,0,0,NA,590,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1.84,130.395,1,NA,5.635,1.428,1896.634,NA,NA,NA,68.741,0.97,NA,NA,97,NA,NA,NA,NA,51.733,0.73,NA,NA,NA,NA,NA,73,NA,0.59,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,2.126,0.03,NA,3,NA,0.84,45.652,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,17.008,0.24,NA,NA,NA,NA,NA,24,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,70.867,26.763,NA,NA,NA,2.126,0.03,NA,3,NA,NA,NA,NA,2.126,0.03,NA,3,NA,NA,NA,NA,0,0,NA,0,NA,"Benin","Benin"
"2599","Bermuda",1980,"BMU",53657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43571.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2600","Bermuda",1981,"BMU",53971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-13.395,-0.313,37515.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2601","Bermuda",1982,"BMU",54362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,6.061,0.123,39502.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2602","Bermuda",1983,"BMU",54747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,5.714,0.123,41466.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2603","Bermuda",1984,"BMU",55142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-2.436,-0.055,40166.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2604","Bermuda",1985,"BMU",55517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-3.043,-0.067,38681.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2605","Bermuda",1986,"BMU",55864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-5.847,-0.126,36192.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2606","Bermuda",1987,"BMU",56241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,44.183,0.893,51834.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2607","Bermuda",1988,"BMU",56667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,9.137,0.266,56145.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2608","Bermuda",1989,"BMU",57111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,20.84,0.663,67318.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
"2609","Bermuda",1990,"BMU",57539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-29.027,-1.116,47422.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda",NA
